country,date,confirmed,deaths,recovered,active,new_cases,new_deaths,population,cases_per_million,deaths_per_million,mortality_rate,recovery_rate
Russia,2021-01-27,2145348,43436,1850260,251652,2397,48,146000000,14694.164383561643,297.50684931506845,2.024659868701954,86.24521522848508
Russia,2021-01-28,2159347,29084,1840187,290076,2259,30,146000000,14790.047945205479,199.2054794520548,1.3468886658790828,85.21960574192106
Russia,2021-01-29,2173247,75810,1864998,232439,2110,73,146000000,14885.253424657534,519.2465753424657,3.4883287541637005,85.81620036746858
Russia,2021-01-30,2187046,43317,1935103,208626,3022,59,146000000,14979.767123287671,296.69178082191786,1.9806167771505492,88.48021486516517
Russia,2021-01-31,2200744,27159,1895100,278485,2817,34,146000000,15073.589041095891,186.02054794520546,1.2340826556837141,86.11178764999472
Russia,2021-02-01,2214337,50150,1851066,313121,3066,69,146000000,15166.691780821917,343.4931506849315,2.2647862543054647,83.59459287362311
Russia,2021-02-02,2227826,72807,2057620,97399,1736,56,146000000,15259.082191780823,498.67808219178085,3.268073898051284,92.35999579859468
Russia,2021-02-03,2241207,31557,2098359,111291,2320,32,146000000,15350.732876712329,216.14383561643837,1.4080359377781704,93.62629154736712
Russia,2021-02-04,2254481,46163,2057925,150393,2126,43,146000000,15441.650684931506,316.1849315068493,2.047610957910047,91.28154107308954
Russia,2021-02-05,2267646,58316,2112636,96694,2163,55,146000000,15531.82191780822,399.4246575342466,2.5716536002533026,93.16427696386474
Russia,2021-02-06,2280699,44565,1977977,258157,2790,54,146000000,15621.22602739726,305.2397260273973,1.9540062059921104,86.72678858542929
Russia,2021-02-07,2293641,42924,2046401,204316,2059,38,146000000,15709.8698630137,294.0,1.8714349804524772,89.22063217391039
Russia,2021-02-08,2306470,30733,1979014,296723,2241,29,146000000,15797.739726027396,210.5,1.3324690977988007,85.80272017411889
Russia,2021-02-09,2319185,55780,2084866,178539,2133,51,146000000,15884.828767123288,382.05479452054794,2.4051552592828944,89.89649381140357
Russia,2021-02-10,2331786,66384,2126011,139391,2331,66,146000000,15971.136986301372,454.6849315068493,2.846916483759659,91.17521933830977
Russia,2021-02-11,2344270,30735,2113694,199841,2244,29,146000000,16056.64383561644,210.513698630137,1.3110691174651383,90.16427288665555
Russia,2021-02-12,2356637,31692,2250123,74822,2174,29,146000000,16141.349315068495,217.06849315068493,1.3447976926442213,95.48025427759981
Russia,2021-02-13,2368887,60749,2097671,210467,2154,55,146000000,16225.253424657534,416.0890410958904,2.564453264338907,88.55091019537868
Russia,2021-02-14,2381018,27116,2177576,176326,1832,20,146000000,16308.342465753425,185.72602739726028,1.1388406135526905,91.45567148169397
Russia,2021-02-15,2393031,38507,2271732,82792,1973,31,146000000,16390.623287671235,263.74657534246575,1.6091308470303978,94.93115634523748
Russia,2021-02-16,2404924,25818,2119262,259844,2268,24,146000000,16472.082191780824,176.83561643835617,1.0735474385053334,88.12178680074713
Russia,2021-02-17,2416696,44018,2024421,348257,2434,44,146000000,16552.71232876712,301.4931506849315,1.8214123745808326,83.76812805582497
Russia,2021-02-18,2428348,30712,2216133,181503,2234,28,146000000,16632.520547945205,210.35616438356163,1.2647281196928941,91.26093129979724
Russia,2021-02-19,2439879,26701,2135372,277806,2472,27,146000000,16711.5,182.8835616438356,1.0943575480587358,87.51958601225716
Russia,2021-02-20,2451288,58234,2119115,273939,2182,51,146000000,16789.643835616436,398.86301369863014,2.3756490465420628,86.44904229939524
Russia,2021-02-21,2462575,85144,2032759,344672,2003,69,146000000,16866.95205479452,583.1780821917807,3.457519060333188,82.54607473884043
Russia,2021-02-22,2473740,27690,2163778,282272,2963,33,146000000,16943.424657534248,189.65753424657535,1.1193577336340925,87.46990387025313
Russia,2021-02-23,2484783,33749,2123040,327994,2276,30,146000000,17019.061643835616,231.15753424657535,1.3582272576719978,85.44166633464572
Russia,2021-02-24,2495703,85696,2158436,251571,1946,66,146000000,17093.856164383564,586.958904109589,3.4337419156045415,86.4860922954374
Russia,2021-02-25,2506500,69197,2288789,148514,2364,65,146000000,17167.80821917808,473.95205479452056,2.7607021743466986,91.31414322760821
Russia,2021-02-26,2517175,46374,2133307,337494,2524,46,146000000,17240.924657534248,317.63013698630135,1.8423033758081977,84.75004717590156
Russia,2021-02-27,2527727,38566,2156492,332669,1966,29,146000000,17313.198630136987,264.1506849315069,1.5257185605882282,85.313485198362
Russia,2021-02-28,2538156,84757,2356548,96851,1613,53,146000000,17384.630136986303,580.527397260274,3.339314053194524,92.84488423879384
Russia,2021-03-01,2548463,36512,2177208,334743,1643,23,146000000,17455.22602739726,250.08219178082192,1.432706694191754,85.43219972195006
Russia,2021-03-02,2558647,38639,2428033,91975,1950,29,146000000,17524.979452054795,264.6506849315069,1.510134066950228,94.89519265455532
Russia,2021-03-03,2568709,39280,2174516,354913,1680,25,146000000,17593.897260273974,269.041095890411,1.5291728257268533,84.65404216670709
Russia,2021-03-04,2578648,84993,2334050,159605,2876,94,146000000,17661.972602739726,582.1438356164384,3.2960295472666297,90.51448666122712
Russia,2021-03-05,2588466,38191,2235516,314759,2127,31,146000000,17729.219178082192,261.5821917808219,1.4754298491848068,86.36451087246269
Russia,2021-03-06,2598162,75880,2224066,298216,2144,62,146000000,17795.6301369863,519.7260273972603,2.9205261257766066,85.60151368544379
Russia,2021-03-07,2607737,65189,2233698,308850,1962,49,146000000,17861.212328767124,446.5,2.4998303126427244,85.65656736089568
Russia,2021-03-08,2617191,51501,2191417,374273,2319,45,146000000,17925.965753424658,352.74657534246575,1.9677967714240192,83.73164205440108
Russia,2021-03-09,2626524,86644,2248234,291646,2073,68,146000000,17989.890410958902,593.4520547945206,3.298808615493329,85.59731416884064
Russia,2021-03-10,2635738,30702,2406547,198489,1961,22,146000000,18053.0,210.2876712328767,1.1648350480965863,91.3044847401373
Russia,2021-03-11,2644832,49783,2280605,314444,2647,49,146000000,18115.287671232876,340.97945205479454,1.8822745641311054,86.22872832754595
Russia,2021-03-12,2653807,75970,2366608,211229,2779,79,146000000,18176.760273972603,520.3424657534247,2.8626799160602108,89.17784902971468
Russia,2021-03-13,2662664,41324,2453284,168056,1921,29,146000000,18237.424657534248,283.04109589041093,1.5519795212614134,92.13644680665679
Russia,2021-03-14,2671403,61482,2241518,368403,2196,50,146000000,18297.280821917808,421.1095890410959,2.3014872709209357,83.90789409160655
Russia,2021-03-15,2680024,81924,2503570,94530,2177,66,146000000,18356.328767123287,561.1232876712328,3.056838296970475,93.4159544839897
Russia,2021-03-16,2688530,69307,2404974,214249,1646,42,146000000,18414.58904109589,474.70547945205476,2.577877129881385,89.45312122237803
Russia,2021-03-17,2696919,77620,2529801,89498,2651,76,146000000,18472.04794520548,531.6438356164384,2.878099045614644,93.80337340498546
Russia,2021-03-18,2705193,42314,2495229,167650,2732,42,146000000,18528.71917808219,289.8219178082192,1.5641767518990328,92.23848353888245
Russia,2021-03-19,2713353,41690,2333388,338275,2173,33,146000000,18584.609589041094,285.54794520547944,1.5364753498715427,85.9964774211096
Russia,2021-03-20,2721399,81338,2346857,293204,1592,47,146000000,18639.71917808219,557.1095890410959,2.988830377316961,86.23715228821646
Russia,2021-03-21,2729332,68800,2476518,184014,2574,64,146000000,18694.054794520547,471.23287671232873,2.5207633223074364,90.73714740456639
Russia,2021-03-22,2737153,58663,2409243,269247,1848,39,146000000,18747.62328767123,401.80136986301375,2.1432123085556416,88.020033954989
Russia,2021-03-23,2744863,84576,2459834,200453,1771,54,146000000,18800.431506849316,579.2876712328767,3.081246677885199,89.61591161380368
Russia,2021-03-24,2752463,83944,2302196,366323,1516,46,146000000,18852.486301369863,574.9589041095891,3.0497775991902527,83.64130598667448
Russia,2021-03-25,2759953,67015,2291469,401469,1970,47,146000000,18903.787671232876,459.0068493150685,2.428121058583244,83.02565297307599
Russia,2021-03-26,2767334,73313,2500868,193153,2274,60,146000000,18954.342465753423,502.14383561643837,2.6492284632068266,90.37102135123553
Russia,2021-03-27,2774607,45484,2400768,328355,1657,27,146000000,19004.157534246573,311.5342465753425,1.63929522271082,86.52641617353376
Russia,2021-03-28,2781774,32513,2478325,270936,2640,30,146000000,19053.246575342466,222.6917808219178,1.1687865369365016,89.09152936219836
Russia,2021-03-29,2788835,81536,2568395,138904,2520,73,146000000,19101.609589041094,558.4657534246576,2.923658086620399,92.09562415847478
Russia,2021-03-30,2795791,55025,2431494,309272,2635,51,146000000,19149.253424657534,376.8835616438356,1.9681371032384036,86.96980568289976
Russia,2021-03-31,2802643,38537,2535906,228200,1470,20,146000000,19196.18493150685,263.95205479452056,1.3750235045990515,90.48266225844675
Russia,2021-04-01,2809392,79808,2332341,397243,1619,45,146000000,19242.41095890411,546.6301369863014,2.8407570036506122,83.01942199593364
Russia,2021-04-02,2816039,77120,2412057,326862,1737,47,146000000,19287.938356164384,528.2191780821918,2.738598435604052,85.65424697598293
Russia,2021-04-03,2822585,98498,2576033,148054,2301,80,146000000,19332.77397260274,674.6438356164384,3.4896380445584456,91.2650283339563
Russia,2021-04-04,2829030,91985,2343297,393748,1824,59,146000000,19376.91780821918,630.0342465753424,3.251467817591189,82.8304047677119
Russia,2021-04-05,2835377,30006,2443328,362043,2278,24,146000000,19420.390410958906,205.5205479452055,1.0582719687717013,86.17294984053267
Russia,2021-04-06,2841626,54053,2643901,143672,2585,49,146000000,19463.19178082192,370.2260273972603,1.9021855796646003,93.0418359066253
Russia,2021-04-07,2847778,88283,2665265,94230,1844,57,146000000,19505.328767123287,604.6780821917808,3.1000660866120886,93.59103834638796
Russia,2021-04-08,2853834,68445,2577701,207688,1907,45,146000000,19546.80821917808,468.80136986301375,2.398352532067387,90.32413938582272
Russia,2021-04-09,2859795,46953,2597237,215605,2491,40,146000000,19587.636986301368,321.59589041095893,1.6418309704017247,90.81899227042499
Russia,2021-04-10,2865663,44198,2426997,394468,1761,27,146000000,19627.82876712329,302.7260273972603,1.542330692757662,84.69233821283242
Russia,2021-04-11,2871437,92035,2479691,299711,2102,67,146000000,19667.376712328765,630.3767123287671,3.2051895967071538,86.35714452380464
Russia,2021-04-12,2877120,74958,2521267,280895,2013,52,146000000,19706.301369863013,513.4109589041096,2.6053136469803135,87.63162468023579
Russia,2021-04-13,2882712,54970,2446000,381742,2414,46,146000000,19744.602739726026,376.5068493150685,1.9068849056027797,84.85065452254682
Russia,2021-04-14,2888215,93206,2707136,87873,1522,49,146000000,19782.294520547945,638.3972602739726,3.227114324937721,93.73041826872307
Russia,2021-04-15,2893629,39324,2591324,262981,1683,22,146000000,19819.37671232877,269.3424657534247,1.35898555067011,89.55273810153271
Russia,2021-04-16,2898956,73372,2724238,101346,2161,54,146000000,19855.863013698632,502.54794520547944,2.530980118359851,93.97307168511698
Russia,2021-04-17,2904196,92133,2573037,239026,2276,72,146000000,19891.753424657534,631.0479452054794,3.172409851125751,88.5972227769751
Russia,2021-04-18,2909351,80133,2553896,275322,1706,46,146000000,19927.061643835616,548.8561643835617,2.7543256210749405,87.78232671135247
Russia,2021-04-19,2914421,40238,2625120,249063,1653,22,146000000,19961.787671232876,275.6027397260274,1.380651594261776,90.07346570725369
Russia,2021-04-20,2919409,70707,2461238,387464,1993,48,146000000,19995.95205479452,484.29452054794524,2.42196280137521,84.30603591343316
Russia,2021-04-21,2924314,41555,2679944,202815,1957,27,146000000,20029.54794520548,284.6232876712329,1.4210170316867479,91.64351023864057
Russia,2021-04-22,2929138,91446,2677055,160637,1790,55,146000000,20062.58904109589,626.3424657534247,3.1219423598341898,91.39395276016357
Russia,2021-04-23,2933882,80735,2617073,236074,2112,58,146000000,20095.08219178082,552.9794520547945,2.7518148309986565,89.20171295232733
Russia,2021-04-24,2938547,77540,2592160,268847,1365,36,146000000,20127.034246575342,531.0958904109589,2.6387190676208343,88.21230356363195
Russia,2021-04-25,2943134,57319,2774677,111138,1811,35,146000000,20158.45205479452,392.59589041095893,1.9475497887625912,94.27627148475061
Russia,2021-04-26,2947644,52806,2795153,99685,1560,27,146000000,20189.342465753423,361.68493150684935,1.7914646409132176,94.82668191952624
Russia,2021-04-27,2952079,30560,2800956,120563,2168,22,146000000,20219.719178082192,209.3150684931507,1.0352026487096042,94.88079417928856
Russia,2021-04-28,2956438,81740,2634283,240415,1521,42,146000000,20249.575342465752,559.8630136986301,2.764813603397061,89.10327224856398
Russia,2021-04-29,2960724,82746,2517832,360146,1851,51,146000000,20278.931506849316,566.7534246575342,2.794789382596959,85.04109130064133
Russia,2021-04-30,2964937,77971,2554588,332378,1433,37,146000000,20307.787671232876,534.0479452054794,2.629769199143186,86.15994201563136
Russia,2021-05-01,2969078,63205,2508906,396967,2304,49,146000000,20336.15068493151,432.9109589041096,2.1287753302540384,84.50118184837179
Russia,2021-05-02,2973148,52487,2534638,386023,1984,35,146000000,20364.027397260274,359.5,1.7653678861597202,85.25098649646772
Russia,2021-05-03,2977149,101537,2586243,289369,1694,57,146000000,20391.431506849312,695.458904109589,3.4105447863039435,86.86978716886524
Russia,2021-05-04,2981080,62938,2484663,433479,1606,33,146000000,20418.35616438356,431.0821917808219,2.1112482724381767,83.34774645430515
Russia,2021-05-05,2984944,93255,2797316,94373,1372,42,146000000,20444.82191780822,638.7328767123288,3.124179214082408,93.71418693282017
Russia,2021-05-06,2988742,69900,2819484,99358,1391,32,146000000,20470.835616438355,478.76712328767127,2.3387766491721265,94.33681461966272
Russia,2021-05-07,2992473,43862,2834257,114354,1383,20,146000000,20496.390410958906,300.4246575342466,1.4657442189119165,94.71286791894195
Russia,2021-05-08,2996140,41344,2651099,303697,1948,26,146000000,20521.50684931507,283.1780821917808,1.3799088160099326,88.48381584305139
Russia,2021-05-09,2999743,62445,2770894,166404,1266,26,146000000,20546.18493150685,427.70547945205476,2.081678330443641,92.37104645297947
Russia,2021-05-10,3003283,78644,2600642,323997,1772,46,146000000,20570.431506849316,538.6575342465753,2.6186010442572347,86.59330472686058
Russia,2021-05-11,3006760,31053,2822629,153078,1361,14,146000000,20594.246575342466,212.6917808219178,1.0327728185821283,93.8760991898256
Russia,2021-05-12,3010177,47359,2667164,295654,1839,28,146000000,20617.650684931505,324.3767123287671,1.5732961882307919,88.6048893470384
Russia,2021-05-13,3013534,70720,2607389,335425,1996,46,146000000,20640.643835616436,484.3835616438356,2.346746378172604,86.5226342228095
Russia,2021-05-14,3016831,46580,2818315,151936,1447,22,146000000,20663.22602739726,319.04109589041093,1.5440042879432092,93.41971757781593
Russia,2021-05-15,3020071,83743,2798950,137378,1755,48,146000000,20685.417808219176,573.5821917808219,2.7728818295993705,92.6782847158229
Russia,2021-05-16,3023253,49088,2592604,381561,2151,34,146000000,20707.212328767124,336.2191780821918,1.6236815112727911,85.7554428954507
Russia,2021-05-17,3026378,32917,2828839,164622,1618,17,146000000,20728.616438356166,225.45890410958904,1.0876698152048423,93.47275852520735
Russia,2021-05-18,3029448,82252,2599896,347300,2027,55,146000000,20749.64383561644,563.3698630136987,2.7150820875618265,85.82078319218552
Russia,2021-05-19,3032463,59295,2824510,148658,1268,24,146000000,20770.29452054795,406.13013698630135,1.955341252308767,93.14243900090455
Russia,2021-05-20,3035424,32953,2650922,351549,1481,16,146000000,20790.575342465752,225.70547945205482,1.0856143985156603,87.33284048620555
Russia,2021-05-21,3038332,81781,2832679,123872,2098,56,146000000,20810.49315068493,560.1438356164384,2.691641334785007,93.23138485195166
Russia,2021-05-22,3041188,71445,2577269,392474,1878,44,146000000,20830.054794520547,489.3493150684931,2.349246412914953,84.74546788952212
Russia,2021-05-23,3043993,74862,2833963,135168,1458,35,146000000,20849.267123287675,512.7534246575342,2.459335484674242,93.1001812422039
Russia,2021-05-24,3046747,39701,2757641,249405,1374,17,146000000,20868.130136986303,271.92465753424653,1.3030619214526182,90.51099418494545
Russia,2021-05-25,3049451,77026,2620556,351869,1278,32,146000000,20886.65068493151,527.5753424657535,2.525897284462023,85.93533721315738
Russia,2021-05-26,3052107,60979,2755376,235752,1323,26,146000000,20904.842465753427,417.66438356164383,1.9979312651882783,90.27783101968575
Russia,2021-05-27,3054714,49236,2876044,129434,1612,25,146000000,20922.698630136987,337.2328767123288,1.6118039201051229,94.15100726287305
Russia,2021-05-28,3057274,33589,2788819,234866,1195,13,146000000,20940.23287671233,230.06164383561642,1.0986584781082755,91.21913835658826
Russia,2021-05-29,3059788,69219,2883544,107025,1201,27,146000000,20957.45205479452,474.1027397260274,2.262215552188583,94.239993097561
Russia,2021-05-30,3062256,77892,2742560,241804,1727,43,146000000,20974.35616438356,533.5068493150685,2.543614903522109,89.56011515693005
Russia,2021-05-31,3064679,63794,2674097,326788,1239,25,146000000,20990.95205479452,436.94520547945206,2.081588316427267,87.25536997512627
Russia,2021-06-01,3067057,49250,2735889,281918,1941,31,146000000,21007.239726027397,337.32876712328766,1.605773873781935,89.202417822688
Russia,2021-06-02,3069392,91251,2876115,102026,1916,56,146000000,21023.232876712325,625.0068493150685,2.972934053389075,93.70308517126519
Russia,2021-06-03,3071685,56349,2862150,153186,1607,29,146000000,21038.938356164384,385.95205479452056,1.8344654481172384,93.17849974850937
Russia,2021-06-04,3073935,43401,2832805,197729,1312,18,146000000,21054.34931506849,297.2671232876712,1.4119036349174592,92.155657162562
Russia,2021-06-05,3076144,98355,2874849,102940,1616,51,146000000,21069.479452054795,673.6643835616438,3.197347068277688,93.45625562392398
Russia,2021-06-06,3078312,35402,2829120,213790,1801,20,146000000,21084.328767123287,242.4794520547945,1.1500458692946005,91.90491412176543
Russia,2021-06-07,3080440,106423,2661624,312393,1726,59,146000000,21098.904109589042,728.9246575342466,3.4547986651257614,86.40402020490579
Russia,2021-06-08,3082529,96555,2651831,334143,1175,36,146000000,21113.212328767124,661.3356164383562,3.132330628519634,86.02777135267827
Russia,2021-06-09,3084580,60912,2716097,307571,1543,30,146000000,21127.260273972603,417.2054794520548,1.9747258946112598,88.05403004622995
Russia,2021-06-10,3086592,58759,2825479,202354,1651,31,146000000,21141.04109589041,402.458904109589,1.9036853591274778,91.54041091274779
Russia,2021-06-11,3088567,55953,2693826,338788,1020,18,146000000,21154.568493150684,383.2397260273973,1.8116168436689248,87.21928324689088
Russia,2021-06-12,3090506,55208,2810683,224615,1645,29,146000000,21167.849315068495,378.13698630136986,1.7863741406746985,90.9457221568248
Russia,2021-06-13,3092408,81827,2776945,233636,1584,41,146000000,21180.876712328765,560.4589041095891,2.6460609337448355,89.79879110389057
Russia,2021-06-14,3094275,59820,2784871,249584,1341,25,146000000,21193.664383561645,409.7260273972603,1.93324769130087,90.00075946708034
Russia,2021-06-15,3096107,98751,2844604,152752,1038,33,146000000,21206.212328767124,676.3767123287672,3.1895215507732777,91.87679883156493
Russia,2021-06-16,3097905,74877,2907751,115277,1269,30,146000000,21218.527397260274,512.8561643835617,2.4170205348453226,93.86185179984537
Russia,2021-06-17,3099670,88530,2589363,421777,1199,34,146000000,21230.616438356166,606.3698630136986,2.8561104891811064,83.5367313294641
Russia,2021-06-18,3101401,99552,2750309,251540,1400,44,146000000,21242.472602739723,681.8630136986301,3.2099041691158283,88.67956771794424
Russia,2021-06-19,3103101,101443,2809081,192577,1468,47,146000000,21254.116438356163,694.8150684931508,3.2690846994667595,90.52496196546616
Russia,2021-06-20,3104768,76562,2803993,224213,1524,37,146000000,21265.534246575342,524.3972602739726,2.4659491466029024,90.31248067488457
Russia,2021-06-21,3106404,107111,2835648,163645,1603,55,146000000,21276.739726027397,733.6369863013699,3.448070502098246,91.28394117442548
Russia,2021-06-22,3108009,41611,2907097,159301,1515,20,146000000,21287.73287671233,285.0068493150685,1.3388313869103983,93.53566865475614
Russia,2021-06-23,3109584,90988,2649517,369079,1529,44,146000000,21298.520547945205,623.2054794520549,2.926050558531302,85.20486984754231
Russia,2021-06-24,3111130,38677,2705090,367363,1653,20,146000000,21309.109589041098,264.9109589041096,1.2431817378251633,86.94879352518217
Russia,2021-06-25,3112646,83552,2688620,340474,1452,38,146000000,21319.49315068493,572.2739726027397,2.684275693413257,86.37731370673055
Russia,2021-06-26,3114134,61343,2594936,457855,1473,29,146000000,21329.68493150685,420.1575342465754,1.9698253190132475,83.32769238574834
Russia,2021-06-27,3115594,99902,2643927,371765,1041,33,146000000,21339.68493150685,684.2602739726027,3.206515354696408,84.86108908927157
Russia,2021-06-28,3117026,84331,2738174,294521,996,26,146000000,21349.49315068493,577.6095890410959,2.705495558907754,87.84572217235275
Russia,2021-06-29,3118431,98343,2873670,146418,1519,47,146000000,21359.116438356166,673.582191780822,3.1536051302722425,92.1511490874738
Russia,2021-06-30,3119809,70628,2829691,219490,1138,25,146000000,21368.554794520547,483.75342465753425,2.263856537371358,90.70077687448173
Russia,2021-07-01,3121161,34418,2807330,279413,1137,12,146000000,21377.81506849315,235.73972602739727,1.102730682588947,89.94505570202882
Russia,2021-07-02,3122488,105434,2852932,164122,895,30,146000000,21386.904109589042,722.1506849315068,3.376602247950993,91.36726866524387
Russia,2021-07-03,3123790,53695,2971669,98426,1025,17,146000000,21395.82191780822,367.7739726027397,1.7189055602329222,95.13024242986884
Russia,2021-07-04,3125066,92480,2740298,292288,1154,34,146000000,21404.561643835616,633.4246575342466,2.9592974996368078,87.68768403611315
Russia,2021-07-05,3126319,86267,2592401,447651,1512,41,146000000,21413.14383561644,590.8698630136986,2.759379321176118,82.92183235300044
Russia,2021-07-06,3127548,74904,2934020,118624,1081,25,146000000,21421.561643835616,513.0410958904109,2.394975232994026,93.8121493259256
Russia,2021-07-07,3128753,78309,2703490,346954,932,23,146000000,21429.81506849315,536.3630136986301,2.502882138666747,86.40790755933753
Russia,2021-07-08,3129935,91172,2717761,321002,1502,43,146000000,21437.91095890411,624.4657534246576,2.912903942094644,86.83122812454572
Russia,2021-07-09,3131095,32210,2865031,233854,968,9,146000000,21445.85616438356,220.6164383561644,1.0287135970004104,91.5025254743149
Russia,2021-07-10,3132233,55969,2978624,97640,1134,20,146000000,21453.65068493151,383.3493150684932,1.7868721771336935,95.095862919521
Russia,2021-07-11,3133349,90071,2651576,391702,1169,33,146000000,21461.294520547945,616.9246575342466,2.8745920100186733,84.62434283573262
Russia,2021-07-12,3134443,64065,2855082,215296,839,17,146000000,21468.787671232876,438.8013698630137,2.043903813213384,91.08737979921791
Russia,2021-07-13,3135517,101156,2737228,297133,1183,38,146000000,21476.143835616436,692.8493150684932,3.2261346374457545,87.2975014965634
Russia,2021-07-14,3136570,103196,2726445,306929,1037,34,146000000,21483.35616438356,706.8219178082192,3.290090767940776,86.92441106048965
Russia,2021-07-15,3137603,39036,2928756,169811,1002,12,146000000,21490.431506849316,267.36986301369865,1.2441344555063212,93.34374042860108
Russia,2021-07-16,3138616,33998,2772540,332078,1380,14,146000000,21497.369863013697,232.86301369863014,1.0832162966097159,88.33638775817111
Russia,2021-07-17,3139610,105677,2716396,317537,1319,44,146000000,21504.17808219178,723.8150684931506,3.365927615213354,86.52017288771535
Russia,2021-07-18,3140585,62318,2682830,395437,1394,27,146000000,21510.85616438356,426.83561643835617,1.9842799987900344,85.42453078009352
Russia,2021-07-19,3141541,57347,2761639,322555,795,14,146000000,21517.40410958904,392.7876712328767,1.8254417179339695,87.90714493301218
Russia,2021-07-20,3142478,47614,2772588,322276,1425,21,146000000,21523.82191780822,326.12328767123284,1.515173694135647,88.22935275919195
Russia,2021-07-21,3143398,91436,2929324,122638,799,23,146000000,21530.12328767123,626.2739726027397,2.908826690097786,93.18972653160688
Russia,2021-07-22,3144300,65165,2662384,416751,935,19,146000000,21536.301369863013,446.33561643835617,2.0724803612886813,84.67334541869414
Russia,2021-07-23,3145184,41936,2832650,270598,1074,14,146000000,21542.35616438356,287.2328767123288,1.3333401161903407,90.06309328802385
Russia,2021-07-24,3146052,74981,2700780,370291,1249,29,146000000,21548.301369863013,513.568493150685,2.3833363212051166,85.84664207711761
Russia,2021-07-25,3146903,81707,2822342,242854,992,25,146000000,21554.130136986303,559.6369863013699,2.596425755735083,89.68633605802276
Russia,2021-07-26,3147737,97969,2766208,283560,845,26,146000000,21559.842465753423,671.0205479452055,3.112362945188877,87.879260560841
Russia,2021-07-27,3148555,41153,3001334,106068,855,11,146000000,21565.445205479453,281.8698630136986,1.3070440249574804,95.32417251723409
Russia,2021-07-28,3149358,103030,2739472,306856,926,30,146000000,21570.94520547945,705.6849315068494,3.271460405581074,86.9850934698437
Russia,2021-07-29,3150145,86702,2607559,455884,986,27,146000000,21576.33561643836,593.8493150684932,2.752317750452757,82.77584047718437
Russia,2021-07-30,3150917,55349,2953703,141865,949,16,146000000,21581.62328767123,379.1027397260274,1.756599745407448,93.74106014217448
Russia,2021-07-31,3151674,60241,2726426,365007,1062,20,146000000,21586.80821917808,412.6095890410959,1.9113969274740978,86.50723393345885
Russia,2021-08-01,3152416,43477,2734450,374489,1093,15,146000000,21591.890410958906,297.78767123287673,1.3791644249997463,86.74140722544233
Russia,2021-08-02,3153144,79452,2750310,323382,902,22,146000000,21596.876712328765,544.1917808219179,2.5197707431059286,87.22437034274363
Russia,2021-08-03,3153858,82823,2962788,108247,1026,26,146000000,21601.76712328767,567.2808219178082,2.6260852581187866,93.94170568237378
Russia,2021-08-04,3154558,63505,2904950,186103,1177,23,146000000,21606.561643835616,434.9657534246575,2.013118795089518,92.08738593489167
Russia,2021-08-05,3155244,70944,2773586,310714,1281,28,146000000,21611.260273972603,485.9178082191781,2.248447346702822,87.90400995929316
Russia,2021-08-06,3155917,101965,2686171,367781,748,24,146000000,21615.869863013697,698.3904109589041,3.2309151349671112,85.11538801559104
Russia,2021-08-07,3156577,73958,2933136,149483,735,17,146000000,21620.390410958906,506.56164383561645,2.3429810202634056,92.92141455760465
Russia,2021-08-08,3157225,93380,2911778,152067,933,27,146000000,21624.828767123287,639.5890410958905,2.957660603853067,92.22586290175708
Russia,2021-08-09,3157859,78232,2814993,264634,954,23,146000000,21629.171232876713,535.835616438356,2.477374702290381,89.14245379543544
Russia,2021-08-10,3158482,88872,2950021,119589,1232,34,146000000,21633.438356164384,608.7123287671233,2.8137567350391737,93.39996238699476
Russia,2021-08-11,3159092,56092,2663955,439045,805,14,146000000,21637.616438356166,384.1917808219178,1.7755734875717453,84.32660397354684
Russia,2021-08-12,3159691,100630,2720183,338878,961,30,146000000,21641.719178082192,689.2465753424658,3.184805096447722,86.09015881616273
Russia,2021-08-13,3160277,37010,2822496,300771,742,8,146000000,21645.73287671233,253.49315068493152,1.1710998751058848,89.3116647686263
Russia,2021-08-14,3160853,58958,2941829,160066,757,14,146000000,21649.67808219178,403.8219178082192,1.865255992607059,93.07073122350201
Russia,2021-08-15,3161417,79815,2805056,276546,876,22,146000000,21653.54109589041,546.6780821917808,2.5246590373873485,88.72780781529295
Russia,2021-08-16,3161970,43964,2994697,123309,1058,14,146000000,21657.32876712329,301.1232876712329,1.3903990233936439,94.70984860703928
Russia,2021-08-17,3162513,53047,2689036,420430,1008,16,146000000,21661.04794520548,363.33561643835617,1.677368598959119,85.02845680001948
Russia,2021-08-18,3163045,93520,2825722,243803,728,21,146000000,21664.69178082192,640.5479452054794,2.9566446256692522,89.33549791419344
Russia,2021-08-19,3163566,57964,2958678,146924,850,15,146000000,21668.260273972603,397.01369863013696,1.8322361537581326,93.52351112636815
Russia,2021-08-20,3164078,77619,2817768,268691,1114,27,146000000,21671.76712328767,531.6369863013698,2.453131686386998,89.05494744440561
Russia,2021-08-21,3164579,90929,2760257,313393,1074,30,146000000,21675.198630136987,622.8013698630136,2.8733363900853797,87.22351377545007
Russia,2021-08-22,3165071,92459,2673922,398690,672,19,146000000,21678.568493150684,633.2808219178082,2.9212298871020588,84.4822122473714
Russia,2021-08-23,3165553,98393,2819917,247243,632,19,146000000,21681.869863013697,673.9246575342465,3.108240487523033,89.08133902670401
Russia,2021-08-24,3166026,70015,2975816,120195,1092,24,146000000,21685.109589041094,479.55479452054794,2.2114474107287814,93.9921529387314
